City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
687,Inyonga,TZ,68.88,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
688,Maceio,BR,74.64,heavy intensity rain,-9.6658,-35.7353,Hotel Ponta Verde Maceió
689,Millbrook,US,73.33,clear sky,32.4799,-86.3619,Courtyard by Marriott Montgomery Prattville
691,Ndele,CF,76.96,overcast clouds,8.4109,20.6473,
693,Oranjestad,AW,75.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
695,Lai,TD,70.63,broken clouds,9.3952,16.2989,Auberge la Citadelle
696,Kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,Euronova Freezer
697,Tete,MZ,79.02,overcast clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
700,Junqueiropolis,BR,66.16,clear sky,-21.5147,-51.4336,Vilarejo
704,Nicolas Bravo,MX,72.32,scattered clouds,18.45,-88.9167,
705,Sydney Mines,CA,66.9,overcast clouds,46.2367,-60.2177,At The Harbourfront B&B Inc
706,Urucara,BR,75.61,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
708,Bubaque,GW,82.67,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
709,Clearwater,US,78.93,broken clouds,27.9659,-82.8001,Residence Inn by Marriott Clearwater Downtown
