City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
348,Ingraj Bazar,IN,25.0,88.15,73.6,72,98,6.29,overcast clouds
349,Cordoba,AR,-31.4135,-64.1811,73.76,35,0,6.91,clear sky
350,Huarmey,PE,-10.0681,-78.1522,63.91,84,24,8.25,few clouds
351,Manta,EC,-0.95,-80.7333,70.32,83,48,10.07,scattered clouds
352,Hambantota,LK,6.1241,81.1185,71.94,100,20,1.14,few clouds
353,Gari,RU,59.4307,62.3497,21.79,96,96,3.22,overcast clouds
354,Mizdah,LY,31.4451,12.9801,52.25,76,0,6.24,clear sky
355,Mandiana,GN,10.6333,-8.6833,75.87,70,83,1.57,light rain
356,Stykkisholmur,IS,65.0757,-22.7297,35.74,76,3,8.34,clear sky
357,Tabriz,IR,38.08,46.2919,42.26,52,20,2.3,few clouds
358,Calbuco,CL,-41.768,-73.1273,50.36,82,4,7.43,clear sky
359,Lerwick,GB,60.1545,-1.1494,51.8,83,94,16.71,overcast clouds
360,Mecca,SA,21.4267,39.8261,75.79,56,5,2.59,clear sky
361,Harrisonburg,US,38.4496,-78.8689,70.21,86,81,4.79,broken clouds
362,Faya,SA,18.3851,42.4509,57.25,91,10,2.62,clear sky
363,Ust-Ishim,RU,57.6935,71.1665,25.25,93,100,3.51,overcast clouds
364,Englehart,CA,47.8169,-79.8664,50.5,64,100,14.58,overcast clouds
365,Fasa,IR,28.9383,53.6482,56.25,45,0,2.51,clear sky
366,Amalapuram,IN,16.5833,82.0167,73.6,79,62,4.85,broken clouds
367,Pires Do Rio,BR,-17.2997,-48.2794,70.43,58,79,5.88,broken clouds
368,Durham,US,36.0335,-78.8664,71.31,90,52,3.78,broken clouds
369,Chicama,PE,-7.8447,-79.1469,63.99,82,17,4.79,few clouds
370,Kedrovyy,RU,56.1667,91.8167,28.87,82,100,11.48,overcast clouds
371,Luderitz,NA,-26.6481,15.1594,60.85,89,100,4.52,overcast clouds
372,Lagoa Vermelha,BR,-28.2086,-51.5258,47.37,95,1,5.39,clear sky
373,Maragogi,BR,-9.0122,-35.2225,75.27,91,99,2.68,light rain
374,Sinnamary,GF,5.3833,-52.95,77.79,87,100,7.18,overcast clouds
375,Tazmalt,DZ,36.3868,4.3989,59.74,35,0,2.89,clear sky
376,Mantua,IT,45.1667,10.7833,45.64,87,44,1.99,scattered clouds
377,Kochevo,RU,59.5994,54.3125,20.91,98,23,3.8,few clouds
378,Meybod,IR,32.2501,54.0166,56.01,28,0,7.16,clear sky
379,Snezhnogorsk,RU,69.1933,33.2531,29.98,98,100,9.19,light snow
380,Knysna,ZA,-34.0363,23.0471,66.78,82,100,4.52,overcast clouds
381,Abu Dhabi,AE,24.4667,54.3667,82.4,59,7,3.8,clear sky
382,Tubmanburg,LR,6.8708,-10.8172,72.79,97,39,1.54,scattered clouds
383,Hammerfest,NO,70.6634,23.6821,37.85,93,75,11.5,light rain
384,Kisangani,CD,0.5167,25.2,66.78,99,99,1.95,overcast clouds
385,Angoche,MZ,-16.2325,39.9086,73.54,87,58,8.79,broken clouds
386,Belmonte,BR,-15.8631,-38.8828,72.03,76,81,10.71,broken clouds
387,Fagersta,SE,60.0042,15.7932,43.25,96,100,4.85,overcast clouds
388,Abengourou,CI,6.7297,-3.4964,70.54,99,81,1.07,broken clouds
389,Imbituba,BR,-28.24,-48.6703,58.33,90,49,5.79,moderate rain
390,Sinazongwe,ZM,-17.2614,27.4618,78.82,71,99,5.88,light rain
391,Iskateley,RU,67.6803,53.1512,26.4,92,100,12.01,overcast clouds
392,Walvis Bay,NA,-22.9575,14.5053,63.09,62,89,7.52,overcast clouds
393,California,US,38.3004,-76.5074,69.94,87,40,4.61,scattered clouds
394,Saint Anthony,US,45.0205,-93.218,42.85,43,0,19.57,clear sky
395,Lakhisarai,IN,25.1768,86.0932,73.2,55,0,1.52,clear sky
396,Abha,SA,18.2164,42.5053,57.38,90,9,2.77,clear sky
397,Sena Madureira,BR,-9.0656,-68.6569,74.98,45,63,1.03,broken clouds
398,San Miguel,SV,13.4833,-88.1833,73.09,98,100,1.1,overcast clouds
399,Mehamn,NO,71.0357,27.8492,35.55,87,94,19.57,overcast clouds
400,Strezhevoy,RU,60.7333,77.5889,25.0,84,100,5.26,overcast clouds
401,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,85,100,14.67,overcast clouds
402,Semey,KZ,50.4111,80.2275,30.42,93,75,0.0,mist
403,Lappeenranta,FI,61.0587,28.1887,44.8,99,100,12.66,light rain
404,Novoseleznevo,RU,55.6821,69.2056,19.36,97,99,5.48,overcast clouds
405,Kangaatsiaq,GL,68.3065,-53.4641,24.33,59,100,10.49,overcast clouds
406,Lobatse,BW,-25.2167,25.6667,66.92,71,100,2.33,overcast clouds
407,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,80,100,11.83,overcast clouds
408,Isla Mujeres,MX,21.2311,-86.731,77.16,70,11,11.56,few clouds
409,Saint-Andre-Avellin,CA,45.7168,-75.066,56.97,73,100,5.46,overcast clouds
410,Jeremie,HT,18.65,-74.1167,77.47,75,0,2.26,clear sky
411,Sakassou,CI,7.4546,-5.2926,70.81,97,18,2.84,moderate rain
412,Kachiry,KZ,53.0675,76.1036,28.62,90,97,7.25,overcast clouds
413,Usoke,TZ,-5.1667,32.35,64.72,88,78,1.54,light rain
414,Lulea,SE,65.5842,22.1547,35.67,100,100,3.44,overcast clouds
415,Dingle,PH,10.9995,122.6711,85.23,73,98,8.9,overcast clouds
416,Sao Jose De Piranhas,BR,-7.1206,-38.5019,76.64,74,97,7.45,overcast clouds
417,Bethanien,NA,-26.502,17.1583,65.89,54,90,5.53,overcast clouds
418,Tiszaujvaros,HU,47.9333,21.0833,49.33,84,99,0.63,overcast clouds
419,Polunochnoye,RU,60.8697,60.4153,17.01,97,98,3.13,overcast clouds
420,Hlotse,LS,-28.8718,28.045,56.61,75,100,4.45,overcast clouds
421,Key West,US,24.5557,-81.7826,84.0,75,4,10.0,clear sky
422,Florianopolis,BR,-27.6146,-48.5012,57.63,90,13,3.0,few clouds
423,Pustoshka,RU,56.3355,29.369,37.33,96,100,4.36,overcast clouds
424,Rush,IE,53.5223,-6.0931,53.38,82,75,10.36,light rain
425,Kurchum,KZ,48.5722,83.6542,44.22,86,100,3.31,light rain
426,Japura,ID,-0.3167,102.35,76.8,88,100,2.68,overcast clouds
427,Mapiripan,CO,2.8892,-72.1256,75.13,81,67,2.8,broken clouds
428,Santa Pola,ES,38.1917,-0.5658,65.21,30,23,6.02,few clouds
429,Melilla,ES,35.2937,-2.9383,61.18,72,0,1.14,clear sky
430,Yazman,PK,29.1212,71.7446,65.62,64,92,7.99,overcast clouds
431,Ouesso,CG,1.6136,16.0517,68.99,99,100,1.32,moderate rain
432,Goksun,TR,38.021,36.4973,46.87,72,63,1.63,broken clouds
433,Serra Talhada,BR,-7.9919,-38.2983,72.86,82,53,16.37,broken clouds
434,Rutul,RU,41.5357,47.4239,29.75,89,40,4.07,scattered clouds
435,Edd,ER,13.9297,41.6925,82.89,55,5,9.08,clear sky
436,Santiago Del Estero,AR,-27.7951,-64.2615,82.65,22,82,16.49,broken clouds
437,Luba,GQ,3.4568,8.5547,79.18,82,100,3.33,light rain
438,Conde,BR,-7.2597,-34.9075,75.29,82,43,8.23,scattered clouds
439,Ponta Pora,BR,-22.5361,-55.7256,58.75,70,83,6.51,broken clouds
440,Okitipupa,NG,6.5047,4.7839,73.45,97,100,2.68,light rain
441,Palmares Do Sul,BR,-30.2578,-50.5097,61.5,80,1,8.93,clear sky
442,Ansalta,RU,42.6894,46.1178,29.79,90,10,2.98,clear sky
443,Lima,PE,-12.0432,-77.0282,62.91,80,40,8.05,scattered clouds
444,Perehonivka,UA,48.5355,30.5192,39.33,80,100,6.69,overcast clouds
445,Kargil,IN,34.5667,76.1,27.63,68,58,3.44,broken clouds
446,Virginia Beach,US,36.8529,-75.978,71.62,93,34,1.01,scattered clouds
447,Uribia,CO,11.7139,-72.266,79.03,80,100,4.03,overcast clouds
448,Kalulushi,ZM,-12.8378,28.0919,66.42,84,100,1.5,light rain
449,Mahibadhoo,MV,3.7833,72.9667,81.19,78,10,10.92,clear sky
450,Kadhan,PK,24.481,68.9859,72.37,66,10,6.24,clear sky
451,Leh,IN,34.1667,77.5833,28.49,68,100,3.62,overcast clouds
452,Sistranda,NO,63.7256,8.834,37.36,73,10,13.31,clear sky
453,Gorahun,SL,7.4661,-11.2375,72.55,98,99,1.03,moderate rain
454,Klyavlino,RU,54.2649,52.0267,14.52,99,77,2.42,broken clouds
455,Curvelo,BR,-18.7564,-44.4308,70.47,58,85,7.25,overcast clouds
456,Marsa Matruh,EG,31.3525,27.2453,67.75,56,1,15.9,clear sky
457,Asosa,ET,10.0667,34.5333,62.22,58,42,4.92,scattered clouds
458,Masuguru,TZ,-11.3667,38.4167,71.2,83,83,4.14,broken clouds
459,Pozo Colorado,PY,-23.4923,-58.7972,69.15,55,15,6.38,few clouds
460,Ouadda,CF,8.0777,22.4007,69.49,58,12,0.54,few clouds
461,Bay Roberts,CA,47.5999,-53.2648,56.34,97,100,7.0,overcast clouds
462,Puerto Ayora,EC,-0.7393,-90.3518,66.54,86,77,5.01,broken clouds
463,Veydelevka,RU,50.1521,38.4492,31.69,80,97,5.28,overcast clouds
464,Salinas,US,36.6777,-121.6555,57.42,63,20,8.05,few clouds
465,Skara,SE,58.3866,13.4384,49.62,89,100,7.0,overcast clouds
466,Porto Recanati,IT,43.4365,13.6613,51.24,76,10,7.74,clear sky
467,Micheweni,TZ,-4.9667,39.8333,75.87,87,10,4.94,light rain
468,Curillo,CO,1.0333,-75.9191,72.39,90,77,1.19,broken clouds
469,Lesnyye Polyany,RU,55.9667,37.8667,34.02,98,100,8.23,snow
470,Mlowo,TZ,-9.0,32.9833,62.29,68,72,2.73,broken clouds
471,Los Angeles,US,34.0522,-118.2437,66.02,75,0,5.75,clear sky
472,Plettenberg Bay,ZA,-34.0527,23.3716,66.33,80,100,3.69,overcast clouds
473,Taltal,CL,-25.4,-70.4833,61.3,78,17,4.45,few clouds
474,Ratnapura,LK,6.6828,80.3992,77.07,83,45,1.23,scattered clouds
475,Holme,DK,56.1138,10.1725,47.77,91,100,22.35,light rain
476,Urumqi,CN,43.801,87.6005,38.35,65,100,4.47,overcast clouds
477,Calvinia,ZA,-31.4707,19.776,69.58,44,100,4.61,overcast clouds
478,Pangody,RU,65.85,74.4859,11.62,96,88,5.37,overcast clouds
479,Kumla,SE,59.1277,15.1434,48.15,93,75,6.91,broken clouds
480,Rosa Zarate,EC,0.3333,-79.4667,73.58,82,18,3.87,few clouds
481,Pritzwalk,DE,53.1494,12.1741,48.11,72,100,14.07,overcast clouds
482,Russkaya Polyana,UA,49.417,31.9201,39.7,74,100,6.85,overcast clouds
483,Balod,IN,20.73,81.2047,68.68,65,19,0.85,few clouds
484,Sebinkarahisar,TR,40.2883,38.4236,42.78,55,21,3.96,few clouds
485,Ardahan,TR,41.1087,42.7022,27.81,87,88,1.57,overcast clouds
486,Bud,US,39.447,-86.1758,57.31,72,0,5.17,clear sky
487,Kajaani,FI,64.2273,27.7285,41.05,100,100,8.05,light rain
488,Severodvinsk,RU,64.5635,39.8302,33.91,96,100,12.95,overcast clouds
489,Domoni,KM,-12.2569,44.5319,75.15,88,24,7.09,few clouds
490,Aguilas,ES,37.4063,-1.5829,65.05,60,10,1.25,clear sky
491,Krutikha,RU,53.9599,81.2093,26.83,84,85,7.63,overcast clouds
492,Oranjemund,NA,-28.55,16.4333,60.35,96,99,3.87,overcast clouds
493,Puerto Carreno,CO,6.189,-67.4859,78.66,76,11,3.6,few clouds
494,Storforshei,NO,66.4043,14.5233,33.66,93,100,3.44,overcast clouds
495,Palmas Bellas,PA,9.2319,-80.0867,79.34,90,99,3.4,light rain
496,Natal,BR,-5.795,-35.2094,79.45,83,40,5.75,scattered clouds
497,Benguela,AO,-12.5763,13.4055,74.21,81,88,3.0,overcast clouds
498,Washington,US,47.5001,-120.5015,36.19,85,100,0.74,snow
499,Padang,ID,-0.9492,100.3543,78.85,81,100,3.27,light rain
500,Beloha,MG,-25.1667,45.05,70.16,82,100,3.85,overcast clouds
501,Totness,SR,5.8833,-56.3167,78.8,84,100,7.0,overcast clouds
502,Semnan,IR,35.5729,53.3971,47.39,66,15,6.85,few clouds
503,Rivera,UY,-30.9053,-55.5508,57.6,79,0,10.56,clear sky
504,Carballo,ES,43.213,-8.691,60.01,83,68,9.19,broken clouds
505,Gambo,CF,4.6482,22.2633,68.4,99,98,2.37,overcast clouds
506,Fort Portal,UG,0.6617,30.2748,58.42,93,100,1.79,overcast clouds
507,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,18.41,few clouds
508,Pokaran,IN,26.9167,71.9167,73.06,36,30,6.62,scattered clouds
509,Kibala,TD,9.1104,18.3463,73.8,46,39,3.89,scattered clouds
510,Manadhoo,MV,5.7667,73.3833,80.35,74,57,4.34,broken clouds
511,Nguruka,TZ,-5.1092,31.0419,65.59,85,98,2.1,overcast clouds
512,Rapina,EE,58.0981,27.4636,40.3,89,100,10.09,overcast clouds
513,Kommunisticheskiy,RU,61.6789,64.4819,14.16,99,73,2.8,broken clouds
514,Lydenburg,ZA,-25.0978,30.4597,58.93,94,88,2.57,overcast clouds
515,Manicore,BR,-5.8092,-61.3003,80.49,61,100,0.98,overcast clouds
516,The Valley,AI,18.217,-63.0578,81.1,79,100,21.03,overcast clouds
517,Bam,IR,29.106,58.357,61.38,45,0,3.11,clear sky
518,Usinsk,RU,65.9939,57.5281,29.84,95,100,12.48,overcast clouds
519,Ngaoundere,CM,7.3167,13.5833,62.92,58,47,2.39,scattered clouds
520,Kismayo,SO,-0.3582,42.5454,77.47,83,83,9.15,broken clouds
521,Uvira,CD,-3.4067,29.1458,72.1,75,100,4.54,overcast clouds
522,Baglung,NP,28.2719,83.5898,60.66,59,56,2.44,broken clouds
523,Kilimatinde,TZ,-5.85,34.95,68.95,69,34,5.14,scattered clouds
524,Atasu,KZ,48.6814,71.6433,29.3,70,100,6.06,overcast clouds
525,Tikapur,NP,28.5,81.1333,67.53,72,100,3.29,overcast clouds
526,Izyum,UA,49.2088,37.2485,33.66,83,100,5.68,overcast clouds
527,Chany,RU,55.3121,76.7647,28.71,84,100,8.93,overcast clouds
528,Umm Lajj,SA,25.0213,37.2685,74.03,56,0,9.93,clear sky
529,Aasiaat,GL,68.7098,-52.8699,10.11,98,100,5.03,overcast clouds
530,Birjand,IR,32.8663,59.2211,49.41,38,4,5.53,clear sky
531,Marystown,CA,47.1666,-55.1483,54.54,92,100,16.24,overcast clouds
532,Maliq,AL,40.7058,20.6997,46.8,91,33,2.06,scattered clouds
533,Porbandar,IN,21.6422,69.6093,77.14,61,13,10.47,few clouds
534,Yarim,YE,14.298,44.3779,48.72,48,0,4.61,clear sky
535,La Asuncion,VE,11.0333,-63.8628,79.39,81,15,9.6,light rain
536,Darab,IR,28.7519,54.5444,59.31,42,0,1.43,clear sky
537,Axim,GH,4.8699,-2.2405,76.8,87,36,3.6,scattered clouds
538,Kralendijk,BQ,12.15,-68.2667,80.58,94,100,2.3,overcast clouds
539,Ladushkin,RU,54.5703,20.171,39.06,79,99,13.13,overcast clouds
540,Kabinda,CD,-6.1333,24.4833,64.92,95,100,0.78,overcast clouds
541,Estelle,US,29.8458,-90.1067,73.99,85,0,4.61,clear sky
542,Westport,US,41.1415,-73.3579,68.31,86,100,8.05,overcast clouds
543,Gayny,RU,60.3071,54.3241,19.83,97,39,4.14,scattered clouds
544,Les Cayes,HT,18.2,-73.75,74.59,83,5,5.32,clear sky
545,Vytegra,RU,61.0064,36.4481,36.09,94,100,9.19,overcast clouds
546,Lukovetskiy,RU,64.2956,41.9211,33.22,95,100,9.04,overcast clouds
547,West Bay,KY,19.3667,-81.4167,82.47,79,40,6.91,scattered clouds
548,Pemba,MZ,-12.974,40.5178,75.9,88,20,9.22,few clouds
549,Jalu,LY,29.0331,21.5482,62.26,49,0,8.84,clear sky
550,Muros,ES,42.7762,-9.0603,61.09,70,99,16.44,overcast clouds
551,Nadym,RU,65.5333,72.5167,17.44,97,94,5.23,overcast clouds
552,Grand-Santi,GF,4.25,-54.3833,72.7,99,100,1.36,light rain
553,Humaita,BR,-7.5061,-63.0208,79.45,54,86,0.27,overcast clouds
554,Callaway,US,30.153,-85.5699,72.0,95,0,0.0,clear sky
555,Olinda,BR,-8.0089,-34.8553,80.33,74,75,6.91,broken clouds
556,Debre Birhan,ET,9.6833,39.5333,42.69,77,6,3.87,clear sky
557,Udomlya,RU,57.8794,34.9925,33.12,98,100,5.35,overcast clouds
558,Lunino,RU,53.5918,45.2271,33.91,86,90,5.41,overcast clouds
559,Verkhnyaya Toyma,RU,62.2349,44.9985,30.6,98,100,6.26,snow
560,Hilton Head Island,US,32.2163,-80.7526,72.99,92,0,0.0,clear sky
561,Lisakovsk,KZ,52.5369,62.4936,22.1,92,100,5.59,overcast clouds
562,Raudeberg,NO,61.9875,5.1352,43.47,50,46,10.67,scattered clouds
563,George Town,MY,5.4112,100.3354,82.24,80,20,2.3,few clouds
564,Boden,SE,65.8252,21.6886,35.6,94,90,2.39,overcast clouds
565,Andijon,UZ,40.7821,72.3442,47.48,65,100,3.71,overcast clouds
566,Severnyy,RU,50.677,36.5532,32.04,86,75,4.47,broken clouds
567,Luis Correia,BR,-2.8792,-41.6669,76.57,91,100,6.44,overcast clouds
568,Bonavista,CA,48.6499,-53.1147,50.11,96,100,14.45,overcast clouds
569,Sambava,MG,-14.2667,50.1667,70.54,90,3,6.08,clear sky
570,Kulu,TR,39.0951,33.0799,50.5,58,100,2.21,overcast clouds
571,Nieuwpoort,BE,51.1244,2.7735,52.45,93,75,16.11,broken clouds
572,Arlit,NE,18.7369,7.3853,70.81,20,1,5.53,clear sky
573,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.9,36,63,6.87,broken clouds
574,Verkhniy Avzyan,RU,53.5289,57.5372,20.23,98,99,2.19,overcast clouds
575,Puerto Leguizamo,CO,-0.1934,-74.7819,76.84,76,100,1.57,overcast clouds
576,Kudahuvadhoo,MV,2.6708,72.8944,81.36,78,95,12.28,overcast clouds
577,Lagos,NG,6.5833,3.75,76.06,89,34,2.39,light rain
578,Mongoumba,CF,3.6415,18.5936,70.11,96,98,1.59,overcast clouds
579,Ambilobe,MG,-13.2,49.05,69.75,87,0,3.74,clear sky
580,Rodniki,RU,57.1051,41.7305,31.01,82,100,10.13,overcast clouds
581,Tumsar,IN,21.3833,79.7333,67.5,70,26,3.18,scattered clouds
582,Seguela,CI,7.9611,-6.6731,70.3,95,32,3.98,scattered clouds
583,Gat,IL,31.61,34.7642,68.4,100,1,0.94,clear sky
584,Saint-Georges,GD,12.0564,-61.7485,79.12,82,99,9.06,overcast clouds
585,Stokmarknes,NO,68.5646,14.9108,35.58,64,59,5.75,broken clouds
586,Bentiu,SS,9.2333,29.8333,73.99,61,98,2.55,overcast clouds
587,Daura,NG,11.5538,11.4085,71.1,23,95,6.8,overcast clouds
588,Oistins,BB,13.0667,-59.5333,79.48,79,96,14.41,overcast clouds
589,Muisne,EC,0.6,-80.0333,73.65,81,100,4.63,overcast clouds
590,Tornio,FI,65.8481,24.1466,33.82,83,97,4.09,overcast clouds
591,Lodja,CD,-3.4833,23.4333,67.05,95,100,0.69,overcast clouds
592,Stralsund,DE,54.3091,13.0818,49.01,70,100,17.83,overcast clouds
593,Casablanca,MA,33.5928,-7.6192,68.32,77,3,4.0,clear sky
594,Mooresville,US,35.5849,-80.8101,69.03,90,2,2.48,clear sky
595,Weston,US,26.1004,-80.3998,80.98,82,100,16.11,overcast clouds
596,Pascagoula,US,30.3658,-88.5561,72.41,100,100,0.0,mist
597,Mangrol,IN,21.1167,70.1167,77.16,54,13,6.38,few clouds
598,Vangaindrano,MG,-23.35,47.6,71.38,90,100,6.02,overcast clouds
599,Gboko,NG,7.3179,8.9951,73.47,55,100,3.69,overcast clouds
600,Talant,FR,47.3369,5.0089,48.81,87,0,9.22,clear sky
601,Nantucket,US,41.2835,-70.0995,64.45,93,52,21.5,broken clouds
602,Bafq,IR,31.6128,55.4107,56.84,30,0,1.36,clear sky
603,Gore,NZ,-46.1028,168.9436,64.9,48,80,10.22,broken clouds
604,Rabo De Peixe,PT,37.8,-25.5833,63.91,98,20,11.5,few clouds
605,Pithoragarh,IN,29.5833,80.2167,49.84,72,100,2.42,overcast clouds
606,Kharp,RU,66.8014,65.8081,19.0,92,100,5.73,overcast clouds
607,Burhaniye,TR,39.5004,26.9727,51.71,82,40,3.44,scattered clouds
608,Dinguiraye,GN,11.3,-10.7167,72.77,56,95,0.76,overcast clouds
609,Matola,MZ,-25.9622,32.4589,66.6,87,47,4.54,scattered clouds
610,Soyo,AO,-6.1349,12.3689,76.98,85,100,3.18,overcast clouds
611,Princeville,CA,45.7668,-61.2985,64.62,87,100,8.99,overcast clouds
612,Safaga,EG,26.7292,33.9365,71.87,54,0,5.99,clear sky
613,Nusaybin,TR,37.0778,41.2178,58.15,38,0,2.17,clear sky
614,Bagotville,AU,-28.9833,153.4167,74.86,57,38,9.78,scattered clouds
615,Loughrea,IE,53.1969,-8.5669,50.61,92,100,14.94,moderate rain
616,Corrales,US,35.2378,-106.6067,61.72,33,12,7.0,few clouds
617,Nanuque,BR,-17.8392,-40.3539,66.38,79,100,3.38,overcast clouds
618,Nicoya,CR,10.1483,-85.452,73.44,94,100,2.37,overcast clouds
619,Turukhansk,RU,65.8167,87.9833,17.01,96,100,6.26,light snow
620,Clocolan,ZA,-28.9137,27.5656,57.4,58,100,4.56,overcast clouds
621,Boddam,GB,57.4667,-1.7833,43.18,85,100,13.33,overcast clouds
622,Kamskiye Polyany,RU,55.4307,51.4171,29.21,92,26,4.79,scattered clouds
623,Oksfjord,NO,70.2396,22.3479,37.58,96,100,16.82,light rain
624,Ochamchira,GE,42.7121,41.4721,49.46,45,78,5.79,broken clouds
625,Golspie,GB,57.9727,-3.978,43.0,94,7,3.2,clear sky
626,Purpe,RU,64.4803,76.6897,10.13,97,96,5.61,overcast clouds
627,Kabare,CD,-2.4683,28.8242,59.54,93,99,2.06,overcast clouds
628,Cockburn Town,TC,21.4612,-71.1419,75.22,88,100,14.54,moderate rain
629,Santa Rosa,PH,14.3122,121.1114,88.09,71,18,8.75,few clouds
630,Ginir,ET,7.1333,40.7,55.74,79,98,1.66,overcast clouds
631,Matagami,CA,49.7502,-77.6328,47.53,74,100,13.04,moderate rain
632,Methoni,GR,36.8197,21.7049,57.22,74,3,12.12,clear sky
633,East Brunswick,US,40.4279,-74.416,71.35,78,6,4.0,clear sky
634,Macae,BR,-22.3708,-41.7869,65.28,80,30,4.9,scattered clouds
635,Kem,RU,64.9555,34.5793,39.34,92,100,13.22,overcast clouds
636,Iracoubo,GF,5.4802,-53.2011,77.29,87,100,6.91,overcast clouds
637,Thompson,CA,55.7435,-97.8558,12.36,85,100,10.36,light snow
638,San Francisco,US,37.7749,-122.4194,58.1,87,75,10.36,broken clouds
639,Troitskaya,RU,43.3056,44.9789,37.42,90,11,6.24,few clouds
640,Bunia,CD,1.5667,30.25,61.41,93,100,1.88,overcast clouds
641,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,75.78,53,15,2.17,few clouds
642,Akhtubinsk,RU,48.2795,46.1722,38.82,72,100,4.54,overcast clouds
643,San Felipe,VE,10.3399,-68.7425,71.44,96,100,2.39,overcast clouds
644,Uray,RU,60.1247,64.7758,17.98,97,77,3.8,broken clouds
645,Bolshaya Glushitsa,RU,50.2406,43.5908,31.77,82,24,0.13,few clouds
646,Rio Grande,BR,-32.035,-52.0986,61.84,80,0,15.1,clear sky
647,Auburn,US,47.3073,-122.2284,44.42,86,100,4.61,overcast clouds
648,Druzhnaya Gorka,RU,59.2761,30.1425,36.77,94,67,8.81,broken clouds
649,Esmeralda,CU,21.8525,-78.1169,73.54,89,0,6.53,clear sky
650,Carutapera,BR,-1.195,-46.02,75.43,89,99,4.47,overcast clouds
651,Navirai,BR,-23.065,-54.1906,61.63,66,6,3.83,clear sky
652,Crato,BR,-7.2342,-39.4094,72.95,85,81,6.49,broken clouds
653,Waw,SS,7.7029,27.9953,73.2,67,98,3.8,overcast clouds
654,Tuscaloosa,US,33.2098,-87.5692,70.21,93,0,0.0,clear sky
655,Krasavino,RU,60.9614,46.4814,29.98,87,100,7.99,overcast clouds
656,Juba,SS,4.8517,31.5825,70.95,86,92,3.0,overcast clouds
657,Boyabat,TR,41.4689,34.7667,49.89,89,100,1.23,overcast clouds
658,Gobabis,NA,-22.45,18.9667,62.89,62,97,19.62,light rain
659,Mosetse,BW,-20.75,26.65,71.55,68,53,8.32,broken clouds
660,Gogrial,SS,8.5332,28.1004,74.25,44,100,3.96,overcast clouds
661,Kerouane,GN,9.2667,-9.0167,71.17,89,99,4.5,overcast clouds
662,Machico,PT,32.7,-16.7667,67.71,88,20,4.61,few clouds
663,Kano,NG,12.0001,8.5167,71.35,19,87,7.18,overcast clouds
664,Asopos,GR,36.7333,22.8667,60.19,71,3,5.61,clear sky
665,Tsaratanana,MG,-16.7833,47.65,73.09,72,25,3.6,scattered clouds
666,Pasni,PK,25.2631,63.471,77.14,78,2,8.21,light rain
667,Hit,IQ,33.6416,42.8251,64.8,31,0,6.31,clear sky
668,Caibarien,CU,22.5206,-79.4669,74.52,81,4,15.39,clear sky
669,Linhares,BR,-19.3911,-40.0722,65.37,84,100,3.22,overcast clouds
670,Jabinyanah,TN,35.035,10.9081,61.34,69,0,9.1,clear sky
671,Hualmay,PE,-11.0964,-77.6139,63.1,84,8,8.86,clear sky
672,Lake City,US,30.1897,-82.6393,74.91,94,0,3.44,clear sky
673,Kintinku,TZ,-5.8833,35.2333,71.92,66,84,4.47,broken clouds
674,Englewood,US,39.6478,-104.9878,46.31,43,75,6.91,broken clouds
675,Ulagan,RU,50.6321,87.9563,30.92,85,94,2.95,light snow
676,Nisia Floresta,BR,-6.0911,-35.2086,79.61,81,26,7.02,scattered clouds
677,Qorveh,IR,35.1664,47.8045,35.49,57,0,2.46,clear sky
678,Jacareacanga,BR,-6.2222,-57.7528,78.46,70,85,2.51,overcast clouds
679,Key Largo,US,25.0865,-80.4473,80.01,80,19,20.45,few clouds
680,Guarapari,BR,-20.6667,-40.4975,69.89,75,59,4.54,broken clouds
681,Asuncion,PY,-25.3007,-57.6359,69.24,68,20,3.44,few clouds
682,Opuwo,NA,-18.0607,13.84,61.66,53,41,1.19,scattered clouds
683,Mutata,CO,7.2441,-76.4356,73.65,98,96,1.97,overcast clouds
684,Larsnes,NO,62.2028,5.5773,46.45,85,48,8.5,scattered clouds
685,Mokolo,CM,10.7398,13.8019,69.57,34,76,3.09,broken clouds
686,Kasane,BW,-17.8167,25.15,69.58,80,100,2.75,overcast clouds
687,Inyonga,TZ,-6.7167,32.0667,68.88,72,95,2.95,overcast clouds
688,Maceio,BR,-9.6658,-35.7353,74.64,94,75,2.3,heavy intensity rain
689,Millbrook,US,32.4799,-86.3619,73.33,87,0,0.0,clear sky
690,Gondar,ET,12.6,37.4667,55.53,51,38,4.63,scattered clouds
691,Ndele,CF,8.4109,20.6473,76.96,49,86,1.99,overcast clouds
692,Londonderry,GB,54.9981,-7.3093,47.88,87,100,14.34,overcast clouds
693,Oranjestad,AW,12.524,-70.027,75.15,94,20,5.75,few clouds
694,Masty,BY,53.4122,24.5387,40.86,89,48,5.73,scattered clouds
695,Lai,TD,9.3952,16.2989,70.63,34,65,5.08,broken clouds
696,Kattivakkam,IN,13.2167,80.3167,78.89,76,100,11.81,overcast clouds
697,Tete,MZ,-16.1564,33.5867,79.02,72,90,7.78,overcast clouds
